Date,AAPL
09/06/1995,1.5536
12/06/1995,1.5776
13/06/1995,1.5714
14/06/1995,1.558
15/06/1995,1.558
16/06/1995,1.567
19/06/1995,1.5848
20/06/1995,1.692
21/06/1995,1.7634
22/06/1995,1.7545
23/06/1995,1.7411
26/06/1995,1.7188
27/06/1995,1.6563
28/06/1995,1.6652
29/06/1995,1.6875
30/06/1995,1.6585
03/07/1995,1.6763
04/07/1995,1.6763
05/07/1995,1.6607
06/07/1995,1.6786
07/07/1995,1.7366
10/07/1995,1.7366
11/07/1995,1.683
12/07/1995,1.6786
13/07/1995,1.7009
14/07/1995,1.7411
17/07/1995,1.75
18/07/1995,1.7188
19/07/1995,1.625
20/07/1995,1.6808
21/07/1995,1.5625
24/07/1995,1.6205
25/07/1995,1.6339
26/07/1995,1.6205
27/07/1995,1.6719
28/07/1995,1.625
31/07/1995,1.6071
01/08/1995,1.5536
02/08/1995,1.5848
03/08/1995,1.6071
04/08/1995,1.5804
07/08/1995,1.5491
08/08/1995,1.5179
09/08/1995,1.5402
10/08/1995,1.5268
11/08/1995,1.5379
14/08/1995,1.5491
15/08/1995,1.5737
16/08/1995,1.5893
17/08/1995,1.5938
18/08/1995,1.6027
21/08/1995,1.5759
22/08/1995,1.5982
23/08/1995,1.625
24/08/1995,1.6339
25/08/1995,1.5982
28/08/1995,1.5357
29/08/1995,1.5402
30/08/1995,1.5491
31/08/1995,1.5357
01/09/1995,1.5335
04/09/1995,1.5335
05/09/1995,1.5536
06/09/1995,1.5625
07/09/1995,1.5982
08/09/1995,1.5982
11/09/1995,1.5804
12/09/1995,1.5335
13/09/1995,1.5134
14/09/1995,1.4286
15/09/1995,1.2813
18/09/1995,1.3103
19/09/1995,1.3125
20/09/1995,1.308
21/09/1995,1.3214
22/09/1995,1.3237
25/09/1995,1.3398
26/09/1995,1.3348
27/09/1995,1.2946
28/09/1995,1.3482
29/09/1995,1.3304
02/10/1995,1.3438
03/10/1995,1.3438
04/10/1995,1.2991
05/10/1995,1.3036
06/10/1995,1.2746
09/10/1995,1.2433
10/10/1995,1.2388
11/10/1995,1.2455
12/10/1995,1.2612
13/10/1995,1.2857
16/10/1995,1.2902
17/10/1995,1.308
18/10/1995,1.3348
19/10/1995,1.2411
20/10/1995,1.2545
23/10/1995,1.2545
24/10/1995,1.2545
25/10/1995,1.2411
26/10/1995,1.2455
27/10/1995,1.2411
30/10/1995,1.2589
31/10/1995,1.2969
01/11/1995,1.308
02/11/1995,1.308
03/11/1995,1.3036
06/11/1995,1.3616
07/11/1995,1.4152
08/11/1995,1.3884
09/11/1995,1.4063
10/11/1995,1.4196
13/11/1995,1.4598
14/11/1995,1.4821
15/11/1995,1.4643
16/11/1995,1.4263
17/11/1995,1.433
20/11/1995,1.3795
21/11/1995,1.3795
22/11/1995,1.3795
23/11/1995,1.3795
24/11/1995,1.4353
27/11/1995,1.4063
28/11/1995,1.4286
29/11/1995,1.4018
30/11/1995,1.3616
01/12/1995,1.3438
04/12/1995,1.4107
05/12/1995,1.4107
06/12/1995,1.3839
07/12/1995,1.3772
08/12/1995,1.4063
11/12/1995,1.3795
12/12/1995,1.3571
13/12/1995,1.3705
14/12/1995,1.3661
15/12/1995,1.2589
18/12/1995,1.1518
19/12/1995,1.1696
20/12/1995,1.1652
21/12/1995,1.1607
22/12/1995,1.1518
25/12/1995,1.1518
26/12/1995,1.1451
27/12/1995,1.1563
28/12/1995,1.1429
29/12/1995,1.1384
01/01/1996,1.1384
02/01/1996,1.1473
03/01/1996,1.1473
04/01/1996,1.1272
05/01/1996,1.2232
08/01/1996,1.2366
09/01/1996,1.1696
10/01/1996,1.2232
11/01/1996,1.25
12/01/1996,1.2098
15/01/1996,1.2188
16/01/1996,1.2344
17/01/1996,1.2143
18/01/1996,1.1406
19/01/1996,1.067
22/01/1996,1.0893
23/01/1996,1.1295
24/01/1996,1.1518
25/01/1996,1.0804
26/01/1996,1.0938
29/01/1996,1.0402
30/01/1996,0.9754
31/01/1996,0.9866
01/02/1996,1.0134
02/02/1996,1.0446
05/02/1996,1.0446
06/02/1996,1.058
07/02/1996,1.0089
08/02/1996,0.9955
09/02/1996,0.9911
12/02/1996,1.0134
13/02/1996,1.0045
14/02/1996,0.9866
15/02/1996,1
16/02/1996,0.9821
19/02/1996,0.9821
20/02/1996,1.0357
21/02/1996,1.058
22/02/1996,1.067
23/02/1996,1.067
26/02/1996,1.0536
27/02/1996,1.0223
28/02/1996,0.9911
29/02/1996,0.9821
01/03/1996,0.9598
04/03/1996,0.9375
05/03/1996,0.9509
06/03/1996,0.9353
07/03/1996,0.9219
08/03/1996,0.9286
11/03/1996,0.9241
12/03/1996,0.9219
13/03/1996,0.9196
14/03/1996,0.9152
15/03/1996,0.9241
18/03/1996,0.933
19/03/1996,0.9196
20/03/1996,0.9018
21/03/1996,0.8973
22/03/1996,0.9063
25/03/1996,0.8571
26/03/1996,0.8527
27/03/1996,0.9018
28/03/1996,0.8638
29/03/1996,0.8772
01/04/1996,0.9107
02/04/1996,0.8929
03/04/1996,0.8772
04/04/1996,0.8616
05/04/1996,0.8616
08/04/1996,0.8705
09/04/1996,0.9286
10/04/1996,0.9286
11/04/1996,0.9196
12/04/1996,0.9107
15/04/1996,0.9196
16/04/1996,0.9241
17/04/1996,0.9018
18/04/1996,0.8839
19/04/1996,0.8951
22/04/1996,0.8973
23/04/1996,0.8839
24/04/1996,0.8661
25/04/1996,0.8884
26/04/1996,0.8839
29/04/1996,0.8839
30/04/1996,0.8705
01/05/1996,0.8705
02/05/1996,0.8482
03/05/1996,0.8527
06/05/1996,0.9152
07/05/1996,0.9598
08/05/1996,0.9554
09/05/1996,0.933
10/05/1996,0.9732
13/05/1996,0.9665
14/05/1996,0.9821
15/05/1996,1.0179
16/05/1996,1.0134
17/05/1996,0.9866
20/05/1996,0.9978
21/05/1996,0.9688
22/05/1996,0.9308
23/05/1996,0.9375
24/05/1996,0.9554
27/05/1996,0.9554
28/05/1996,0.942
29/05/1996,0.8884
30/05/1996,0.9107
31/05/1996,0.933
03/06/1996,0.8839
04/06/1996,0.8638
05/06/1996,0.8973
06/06/1996,0.8661
07/06/1996,0.8705
10/06/1996,0.8616
11/06/1996,0.8571
12/06/1996,0.8661
13/06/1996,0.8795
14/06/1996,0.8549
17/06/1996,0.8438
18/06/1996,0.8125
19/06/1996,0.8259
20/06/1996,0.8125
21/06/1996,0.808
24/06/1996,0.7946
25/06/1996,0.7366
26/06/1996,0.7098
27/06/1996,0.7366
28/06/1996,0.75
01/07/1996,0.7679
02/07/1996,0.75
03/07/1996,0.692
04/07/1996,0.692
05/07/1996,0.6964
08/07/1996,0.683
09/07/1996,0.6786
10/07/1996,0.6696
11/07/1996,0.6384
12/07/1996,0.6451
15/07/1996,0.6138
16/07/1996,0.6027
17/07/1996,0.6027
18/07/1996,0.7455
19/07/1996,0.7411
22/07/1996,0.7232
23/07/1996,0.7321
24/07/1996,0.7433
25/07/1996,0.75
26/07/1996,0.7857
29/07/1996,0.7946
30/07/1996,0.7634
31/07/1996,0.7857
01/08/1996,0.7589
02/08/1996,0.7723
05/08/1996,0.75
06/08/1996,0.7679
07/08/1996,0.7991
08/08/1996,0.7902
09/08/1996,0.8259
12/08/1996,0.8214
13/08/1996,0.8036
14/08/1996,0.8125
15/08/1996,0.7946
16/08/1996,0.8036
19/08/1996,0.8438
20/08/1996,0.8393
21/08/1996,0.8214
22/08/1996,0.8304
23/08/1996,0.8527
26/08/1996,0.8616
27/08/1996,0.8878
28/08/1996,0.8884
29/08/1996,0.875
30/08/1996,0.8661
02/09/1996,0.8661
03/09/1996,0.8616
04/09/1996,0.8616
05/09/1996,0.817
06/09/1996,0.8214
09/09/1996,0.7857
10/09/1996,0.7679
11/09/1996,0.7545
12/09/1996,0.7277
13/09/1996,0.75
16/09/1996,0.7991
17/09/1996,0.8214
18/09/1996,0.8393
19/09/1996,0.8348
20/09/1996,0.817
23/09/1996,0.7991
24/09/1996,0.8036
25/09/1996,0.7991
26/09/1996,0.7991
27/09/1996,0.7969
30/09/1996,0.7924
01/10/1996,0.8795
02/10/1996,0.8438
03/10/1996,0.7991
04/10/1996,0.8147
07/10/1996,0.8259
08/10/1996,0.8304
09/10/1996,0.8214
10/10/1996,0.8638
11/10/1996,0.8661
14/10/1996,0.9018
15/10/1996,0.9018
16/10/1996,0.9196
17/10/1996,0.942
18/10/1996,0.9487
21/10/1996,0.9152
22/10/1996,0.8884
23/10/1996,0.8839
24/10/1996,0.8839
25/10/1996,0.875
28/10/1996,0.875
29/10/1996,0.8304
30/10/1996,0.817
31/10/1996,0.8214
01/11/1996,0.8661
04/11/1996,0.8705
05/11/1996,0.9107
06/11/1996,0.9107
07/11/1996,0.9241
08/11/1996,0.9375
11/11/1996,0.9286
12/11/1996,0.9018
13/11/1996,0.9129
14/11/1996,0.9152
15/11/1996,0.8929
18/11/1996,0.8839
19/11/1996,0.8884
20/11/1996,0.8929
21/11/1996,0.875
22/11/1996,0.9018
25/11/1996,0.8929
26/11/1996,0.8661
27/11/1996,0.875
28/11/1996,0.875
29/11/1996,0.8616
02/12/1996,0.8973
03/12/1996,0.8973
04/12/1996,0.8929
05/12/1996,0.8929
06/12/1996,0.8973
09/12/1996,0.8929
10/12/1996,0.875
11/12/1996,0.8571
12/12/1996,0.8527
13/12/1996,0.8304
16/12/1996,0.808
17/12/1996,0.8036
18/12/1996,0.8259
19/12/1996,0.7946
20/12/1996,0.8393
23/12/1996,0.8304
24/12/1996,0.8259
25/12/1996,0.8259
26/12/1996,0.8214
27/12/1996,0.8259
30/12/1996,0.7768
31/12/1996,0.7455
01/01/1997,0.7455
02/01/1997,0.75
03/01/1997,0.7768
06/01/1997,0.6384
07/01/1997,0.625
08/01/1997,0.6295
09/01/1997,0.6339
10/01/1997,0.6518
13/01/1997,0.6473
14/01/1997,0.6384
15/01/1997,0.6161
16/01/1997,0.5982
17/01/1997,0.5982
20/01/1997,0.6049
21/01/1997,0.6161
22/01/1997,0.6138
23/01/1997,0.6161
24/01/1997,0.6027
27/01/1997,0.5938
28/01/1997,0.5938
29/01/1997,0.5938
30/01/1997,0.5982
31/01/1997,0.5938
03/02/1997,0.5826
04/02/1997,0.5491
05/02/1997,0.5446
06/02/1997,0.5714
07/02/1997,0.5647
10/02/1997,0.558
11/02/1997,0.5603
12/02/1997,0.5625
13/02/1997,0.5759
14/02/1997,0.5826
17/02/1997,0.5826
18/02/1997,0.6384
19/02/1997,0.6295
20/02/1997,0.6071
21/02/1997,0.5848
24/02/1997,0.5938
25/02/1997,0.6027
26/02/1997,0.6116
27/02/1997,0.6071
28/02/1997,0.5804
03/03/1997,0.5759
04/03/1997,0.5893
05/03/1997,0.6071
06/03/1997,0.5938
07/03/1997,0.5893
10/03/1997,0.5938
11/03/1997,0.5848
12/03/1997,0.5804
13/03/1997,0.5848
14/03/1997,0.5915
17/03/1997,0.5893
18/03/1997,0.5804
19/03/1997,0.5759
20/03/1997,0.6161
21/03/1997,0.5938
24/03/1997,0.5893
25/03/1997,0.5893
26/03/1997,0.5982
27/03/1997,0.6652
28/03/1997,0.6652
31/03/1997,0.6518
01/04/1997,0.625
02/04/1997,0.6429
03/04/1997,0.6741
04/04/1997,0.6875
07/04/1997,0.6964
08/04/1997,0.683
09/04/1997,0.6786
10/04/1997,0.6741
11/04/1997,0.6518
14/04/1997,0.6696
15/04/1997,0.6585
16/04/1997,0.6629
17/04/1997,0.6786
18/04/1997,0.6563
21/04/1997,0.6429
22/04/1997,0.6607
23/04/1997,0.6473
24/04/1997,0.6384
25/04/1997,0.625
28/04/1997,0.6295
29/04/1997,0.6317
30/04/1997,0.6071
01/05/1997,0.6071
02/05/1997,0.6071
05/05/1997,0.6071
06/05/1997,0.6027
07/05/1997,0.5893
08/05/1997,0.6071
09/05/1997,0.6094
12/05/1997,0.6272
13/05/1997,0.6272
14/05/1997,0.6317
15/05/1997,0.6339
16/05/1997,0.6161
19/05/1997,0.6071
20/05/1997,0.6161
21/05/1997,0.6027
22/05/1997,0.5938
23/05/1997,0.6027
26/05/1997,0.6027
27/05/1997,0.6161
28/05/1997,0.6071
29/05/1997,0.5938
30/05/1997,0.5938
02/06/1997,0.6049
03/06/1997,0.596
04/06/1997,0.5938
05/06/1997,0.596
06/06/1997,0.5982
09/06/1997,0.5938
10/06/1997,0.5804
11/06/1997,0.5826
12/06/1997,0.5737
13/06/1997,0.5647
16/06/1997,0.5536
17/06/1997,0.5837
18/06/1997,0.5692
19/06/1997,0.5625
20/06/1997,0.5558
23/06/1997,0.5491
24/06/1997,0.5469
25/06/1997,0.5402
26/06/1997,0.5246
27/06/1997,0.5246
30/06/1997,0.5089
01/07/1997,0.471
02/07/1997,0.4665
03/07/1997,0.4888
04/07/1997,0.4888
07/07/1997,0.4933
08/07/1997,0.4911
09/07/1997,0.4888
10/07/1997,0.4732
11/07/1997,0.5424
14/07/1997,0.558
15/07/1997,0.5692
16/07/1997,0.5871
17/07/1997,0.625
18/07/1997,0.6194
21/07/1997,0.577
22/07/1997,0.5915
23/07/1997,0.5759
24/07/1997,0.5647
25/07/1997,0.5804
28/07/1997,0.5871
29/07/1997,0.5893
30/07/1997,0.6205
31/07/1997,0.625
01/08/1997,0.6853
04/08/1997,0.7054
05/08/1997,0.7054
06/08/1997,0.9397
07/08/1997,1.0424
08/08/1997,0.9576
11/08/1997,0.8772
12/08/1997,0.7879
13/08/1997,0.8438
14/08/1997,0.8214
15/08/1997,0.8304
18/08/1997,0.8438
19/08/1997,0.8728
20/08/1997,0.8795
21/08/1997,0.8571
22/08/1997,0.8438
25/08/1997,0.8237
26/08/1997,0.7946
27/08/1997,0.8103
28/08/1997,0.7857
29/08/1997,0.7768
01/09/1997,0.7768
02/09/1997,0.7991
03/09/1997,0.8036
04/09/1997,0.8036
05/09/1997,0.7924
08/09/1997,0.7679
09/09/1997,0.779
10/09/1997,0.8192
11/09/1997,0.7991
12/09/1997,0.7879
15/09/1997,0.7679
16/09/1997,0.7835
17/09/1997,0.779
18/09/1997,0.7969
19/09/1997,0.7835
22/09/1997,0.8147
23/09/1997,0.7768
24/09/1997,0.7679
25/09/1997,0.7545
26/09/1997,0.7612
29/09/1997,0.7879
30/09/1997,0.7746
01/10/1997,0.769
02/10/1997,0.7835
03/10/1997,0.7902
06/10/1997,0.7835
07/10/1997,0.779
08/10/1997,0.7679
09/10/1997,0.7768
10/10/1997,0.8103
13/10/1997,0.8103
14/10/1997,0.8103
15/10/1997,0.8504
16/10/1997,0.7679
17/10/1997,0.7188
20/10/1997,0.6674
21/10/1997,0.6808
22/10/1997,0.6629
23/10/1997,0.6339
24/10/1997,0.5915
27/10/1997,0.6027
28/10/1997,0.6473
29/10/1997,0.625
30/10/1997,0.5893
31/10/1997,0.6083
03/11/1997,0.6205
04/11/1997,0.6406
05/11/1997,0.6563
06/11/1997,0.6786
07/11/1997,0.7054
10/11/1997,0.6674
11/11/1997,0.6563
12/11/1997,0.6295
13/11/1997,0.6429
14/11/1997,0.6585
17/11/1997,0.6607
18/11/1997,0.6451
19/11/1997,0.6518
20/11/1997,0.6607
21/11/1997,0.6496
24/11/1997,0.6295
25/11/1997,0.6205
26/11/1997,0.625
27/11/1997,0.625
28/11/1997,0.6339
01/12/1997,0.6339
02/12/1997,0.567
03/12/1997,0.5625
04/12/1997,0.558
05/12/1997,0.5647
08/12/1997,0.5558
09/12/1997,0.5446
10/12/1997,0.5268
11/12/1997,0.5201
12/12/1997,0.5045
15/12/1997,0.4978
16/12/1997,0.5112
17/12/1997,0.4978
18/12/1997,0.4933
19/12/1997,0.4888
22/12/1997,0.4754
23/12/1997,0.4621
24/12/1997,0.4688
25/12/1997,0.4688
26/12/1997,0.4754
29/12/1997,0.4688
30/12/1997,0.471
31/12/1997,0.4688
01/01/1998,0.4688
02/01/1998,0.5804
05/01/1998,0.567
06/01/1998,0.6763
07/01/1998,0.625
08/01/1998,0.6496
09/01/1998,0.6496
12/01/1998,0.6518
13/01/1998,0.6964
14/01/1998,0.7054
15/01/1998,0.6853
16/01/1998,0.6719
19/01/1998,0.6719
20/01/1998,0.6808
21/01/1998,0.6752
22/01/1998,0.6875
23/01/1998,0.6964
26/01/1998,0.6942
27/01/1998,0.683
28/01/1998,0.6853
29/01/1998,0.6607
30/01/1998,0.654
02/02/1998,0.6317
03/02/1998,0.654
04/02/1998,0.6518
05/02/1998,0.654
06/02/1998,0.6607
09/02/1998,0.6853
10/02/1998,0.6942
11/02/1998,0.6786
12/02/1998,0.692
13/02/1998,0.6964
16/02/1998,0.6964
17/02/1998,0.7009
18/02/1998,0.7344
19/02/1998,0.7299
20/02/1998,0.7143
23/02/1998,0.7589
24/02/1998,0.7612
25/02/1998,0.7969
26/02/1998,0.8393
27/02/1998,0.8438
02/03/1998,0.8125
03/03/1998,0.8259
04/03/1998,0.8728
05/03/1998,0.8594
06/03/1998,0.8728
09/03/1998,0.8125
10/03/1998,0.8594
11/03/1998,0.933
12/03/1998,0.9643
13/03/1998,0.9688
16/03/1998,0.9531
17/03/1998,0.9408
18/03/1998,0.9621
19/03/1998,0.9554
20/03/1998,0.942
23/03/1998,0.933
24/03/1998,1
25/03/1998,0.9699
26/03/1998,0.9487
27/03/1998,0.9621
30/03/1998,0.9799
31/03/1998,0.9821
01/04/1998,0.9821
02/04/1998,0.9754
03/04/1998,0.9665
06/04/1998,0.9375
07/04/1998,0.9107
08/04/1998,0.8929
09/04/1998,0.9152
10/04/1998,0.9152
13/04/1998,0.9442
14/04/1998,0.9621
15/04/1998,0.9799
16/04/1998,1.0223
17/04/1998,0.9978
20/04/1998,1.0357
21/04/1998,1.0357
22/04/1998,0.9821
23/04/1998,0.9888
24/04/1998,0.9978
27/04/1998,0.9911
28/04/1998,0.9621
29/04/1998,0.9643
30/04/1998,0.9777
01/05/1998,1
04/05/1998,1.0379
05/05/1998,1.0603
06/05/1998,1.0826
07/05/1998,1.0781
08/05/1998,1.0871
11/05/1998,1.1049
12/05/1998,1.0759
13/05/1998,1.0871
14/05/1998,1.0737
15/05/1998,1.0558
18/05/1998,1.0179
19/05/1998,1.0491
20/05/1998,1.0558
21/05/1998,1.0313
22/05/1998,0.9955
25/05/1998,0.9955
26/05/1998,0.9531
27/05/1998,0.9554
28/05/1998,0.9799
29/05/1998,0.9509
01/06/1998,0.9375
02/06/1998,0.9598
03/06/1998,0.9397
04/06/1998,0.9576
05/06/1998,0.9598
08/06/1998,0.9732
09/06/1998,1.0089
10/06/1998,1.0022
11/06/1998,0.9933
12/06/1998,1.0045
15/06/1998,0.9821
16/06/1998,1
17/06/1998,1.0045
18/06/1998,0.9754
19/06/1998,0.9665
22/06/1998,0.9777
23/06/1998,0.9933
24/06/1998,1.0089
25/06/1998,1.0201
26/06/1998,1.0067
29/06/1998,1.0246
30/06/1998,1.0246
01/07/1998,1.0692
02/07/1998,1.0357
03/07/1998,1.0357
06/07/1998,1.0848
07/07/1998,1.0893
08/07/1998,1.1629
09/07/1998,1.1317
10/07/1998,1.1451
13/07/1998,1.2121
14/07/1998,1.1942
15/07/1998,1.2299
16/07/1998,1.3393
17/07/1998,1.317
20/07/1998,1.2946
21/07/1998,1.2723
22/07/1998,1.25
23/07/1998,1.2478
24/07/1998,1.2388
27/07/1998,1.2299
28/07/1998,1.2009
29/07/1998,1.2545
30/07/1998,1.3036
31/07/1998,1.2366
03/08/1998,1.2545
04/08/1998,1.221
05/08/1998,1.2857
06/08/1998,1.317
07/08/1998,1.3036
10/08/1998,1.3549
11/08/1998,1.3929
12/08/1998,1.4308
13/08/1998,1.4085
14/08/1998,1.4464
17/08/1998,1.4978
18/08/1998,1.5201
19/08/1998,1.4643
20/08/1998,1.4509
21/08/1998,1.5357
24/08/1998,1.471
25/08/1998,1.4576
26/08/1998,1.442
27/08/1998,1.3393
28/08/1998,1.221
31/08/1998,1.1138
01/09/1998,1.2188
02/09/1998,1.2701
03/09/1998,1.2366
04/09/1998,1.2545
07/09/1998,1.2545
08/09/1998,1.3661
09/09/1998,1.3348
10/09/1998,1.3616
11/09/1998,1.3438
14/09/1998,1.3281
15/09/1998,1.3638
16/09/1998,1.3326
17/09/1998,1.2857
18/09/1998,1.3125
21/09/1998,1.3192
22/09/1998,1.3214
23/09/1998,1.3683
24/09/1998,1.375
25/09/1998,1.3839
28/09/1998,1.3951
29/09/1998,1.4107
30/09/1998,1.3616
01/10/1998,1.2746
02/10/1998,1.2522
05/10/1998,1.1496
06/10/1998,1.1629
07/10/1998,1.1406
08/10/1998,1.1004
09/10/1998,1.2545
12/10/1998,1.3371
13/10/1998,1.3839
14/10/1998,1.3348
15/10/1998,1.308
16/10/1998,1.3103
19/10/1998,1.3393
20/10/1998,1.2879
21/10/1998,1.3259
22/10/1998,1.3125
23/10/1998,1.2679
26/10/1998,1.3371
27/10/1998,1.2589
28/10/1998,1.3147
29/10/1998,1.3013
30/10/1998,1.3259
02/11/1998,1.3438
03/11/1998,1.3504
04/11/1998,1.3817
05/11/1998,1.3638
06/11/1998,1.3594
09/11/1998,1.308
10/11/1998,1.2545
11/11/1998,1.1987
12/11/1998,1.2143
13/11/1998,1.2746
16/11/1998,1.2857
17/11/1998,1.2433
18/11/1998,1.2656
19/11/1998,1.2768
20/11/1998,1.2612
23/11/1998,1.2946
24/11/1998,1.2835
25/11/1998,1.2545
26/11/1998,1.2545
27/11/1998,1.2522
30/11/1998,1.1406
01/12/1998,1.2188
02/12/1998,1.2857
03/12/1998,1.2031
04/12/1998,1.1696
07/12/1998,1.2054
08/12/1998,1.1451
09/12/1998,1.1429
10/12/1998,1.1429
11/12/1998,1.2054
14/12/1998,1.1607
15/12/1998,1.1987
16/12/1998,1.1719
17/12/1998,1.1942
18/12/1998,1.2567
21/12/1998,1.2522
22/12/1998,1.3571
23/12/1998,1.4219
24/12/1998,1.4018
25/12/1998,1.4018
28/12/1998,1.4598
29/12/1998,1.4576
30/12/1998,1.4308
31/12/1998,1.4621
01/01/1999,1.4621
04/01/1999,1.4732
05/01/1999,1.5469
06/01/1999,1.4911
07/01/1999,1.6071
08/01/1999,1.6071
11/01/1999,1.6384
12/01/1999,1.6473
13/01/1999,1.6607
14/01/1999,1.4777
15/01/1999,1.4754
18/01/1999,1.4754
19/01/1999,1.4598
20/01/1999,1.4487
21/01/1999,1.3862
22/01/1999,1.3839
25/01/1999,1.4063
26/01/1999,1.4464
27/01/1999,1.433
28/01/1999,1.4598
29/01/1999,1.471
01/02/1999,1.4621
02/02/1999,1.3996
03/02/1999,1.4353
04/02/1999,1.3527
05/02/1999,1.2969
08/02/1999,1.3482
09/02/1999,1.3281
10/02/1999,1.3683
11/02/1999,1.4152
12/02/1999,1.346
15/02/1999,1.346
16/02/1999,1.3683
17/02/1999,1.3214
18/02/1999,1.2857
19/02/1999,1.3281
22/02/1999,1.3728
23/02/1999,1.3728
24/02/1999,1.3371
25/02/1999,1.3192
26/02/1999,1.2433
01/03/1999,1.2054
02/03/1999,1.2366
03/03/1999,1.221
04/03/1999,1.1942
05/03/1999,1.1853
08/03/1999,1.2277
09/03/1999,1.2188
10/03/1999,1.1629
11/03/1999,1.1496
12/03/1999,1.1853
15/03/1999,1.2165
16/03/1999,1.2679
17/03/1999,1.2165
18/03/1999,1.2679
19/03/1999,1.1964
22/03/1999,1.2522
23/03/1999,1.1786
24/03/1999,1.2031
25/03/1999,1.2076
26/03/1999,1.1875
29/03/1999,1.2634
30/03/1999,1.2813
31/03/1999,1.2835
01/04/1999,1.2879
02/04/1999,1.2879
05/04/1999,1.3237
06/04/1999,1.3571
07/04/1999,1.3259
08/04/1999,1.317
09/04/1999,1.3125
12/04/1999,1.2946
13/04/1999,1.2366
14/04/1999,1.269
15/04/1999,1.2768
16/04/1999,1.2656
19/04/1999,1.2098
20/04/1999,1.2165
21/04/1999,1.2277
22/04/1999,1.2991
23/04/1999,1.3996
26/04/1999,1.4621
27/04/1999,1.6339
28/04/1999,1.5737
29/04/1999,1.5357
30/04/1999,1.6429
03/05/1999,1.7701
04/05/1999,1.6607
05/05/1999,1.6786
06/05/1999,1.5893
07/05/1999,1.6384
10/05/1999,1.6161
11/05/1999,1.5982
12/05/1999,1.6607
13/05/1999,1.6496
14/05/1999,1.5848
17/05/1999,1.5848
18/05/1999,1.6161
19/05/1999,1.6138
20/05/1999,1.5179
21/05/1999,1.5692
24/05/1999,1.4978
25/05/1999,1.4821
26/05/1999,1.5737
27/05/1999,1.5536
28/05/1999,1.5737
31/05/1999,1.5737
01/06/1999,1.6004
02/06/1999,1.6629
03/06/1999,1.6942
04/06/1999,1.7188
07/06/1999,1.7478
08/06/1999,1.7031
09/06/1999,1.7299
10/06/1999,1.7188
11/06/1999,1.6585
14/06/1999,1.6228
15/06/1999,1.6451
16/06/1999,1.7121
17/06/1999,1.6563
18/06/1999,1.683
21/06/1999,1.6607
22/06/1999,1.6205
23/06/1999,1.5603
24/06/1999,1.5112
25/06/1999,1.5067
28/06/1999,1.5201
29/06/1999,1.6205
30/06/1999,1.654
01/07/1999,1.6183
02/07/1999,1.654
05/07/1999,1.654
06/07/1999,1.692
07/07/1999,1.7813
08/07/1999,1.9464
09/07/1999,1.9866
12/07/1999,1.9464
13/07/1999,1.9174
14/07/1999,1.9978
15/07/1999,1.9018
16/07/1999,1.8951
19/07/1999,1.9442
20/07/1999,1.8884
21/07/1999,1.9308
22/07/1999,1.8705
23/07/1999,1.904
26/07/1999,1.8192
27/07/1999,1.9174
28/07/1999,1.942
29/07/1999,1.9241
30/07/1999,1.9888
02/08/1999,1.9911
03/08/1999,1.9732
04/08/1999,1.9219
05/08/1999,1.9554
06/08/1999,1.933
09/08/1999,1.9442
10/08/1999,1.9777
11/08/1999,2.1317
12/08/1999,2.1429
13/08/1999,2.1451
16/08/1999,2.1607
17/08/1999,2.154
18/08/1999,2.1473
19/08/1999,2.0982
20/08/1999,2.1138
23/08/1999,2.1696
24/08/1999,2.1563
25/08/1999,2.192
26/08/1999,2.2188
27/08/1999,2.3125
30/08/1999,2.2165
31/08/1999,2.3304
01/09/1999,2.4509
02/09/1999,2.5201
03/09/1999,2.625
06/09/1999,2.625
07/09/1999,2.7277
08/09/1999,2.6607
09/09/1999,2.6987
10/09/1999,2.7656
13/09/1999,2.6786
14/09/1999,2.779
15/09/1999,2.692
16/09/1999,2.7433
17/09/1999,2.7478
20/09/1999,2.8237
21/09/1999,2.4732
22/09/1999,2.5112
23/09/1999,2.2612
24/09/1999,2.3192
27/09/1999,2.1897
28/09/1999,2.1295
29/09/1999,2.1094
30/09/1999,2.2612
01/10/1999,2.2042
04/10/1999,2.3058
05/10/1999,2.4263
06/10/1999,2.3996
07/10/1999,2.3705
08/10/1999,2.3415
11/10/1999,2.3817
12/10/1999,2.4174
13/10/1999,2.2868
14/10/1999,2.6138
15/10/1999,2.6629
18/10/1999,2.6161
19/10/1999,2.4464
20/10/1999,2.683
21/10/1999,2.7188
22/10/1999,2.6406
25/10/1999,2.6607
26/10/1999,2.6808
27/10/1999,2.7277
28/10/1999,2.7813
29/10/1999,2.8616
01/11/1999,2.7723
02/11/1999,2.8661
03/11/1999,2.9107
04/11/1999,2.9866
05/11/1999,3.154
08/11/1999,3.442
09/11/1999,3.2009
10/11/1999,3.2656
11/11/1999,3.2946
12/11/1999,3.2366
15/11/1999,3.1942
16/11/1999,3.2567
17/11/1999,3.2232
18/11/1999,3.2009
19/11/1999,3.3013
22/11/1999,3.2366
23/11/1999,3.3147
24/11/1999,3.3817
25/11/1999,3.3817
26/11/1999,3.3951
29/11/1999,3.3772
30/11/1999,3.4955
01/12/1999,3.6808
02/12/1999,3.9353
03/12/1999,4.1071
06/12/1999,4.1429
07/12/1999,4.2076
08/12/1999,3.9308
09/12/1999,3.7589
10/12/1999,3.6786
